ID,Name,City,Country,Award,Source List,Years Featured,Cuisine\
411,CanoeHouse,Kamuela,HI,USA,,OpenTable's Most Romantic Restaurants,2022,Hawaiian\
413,Meson Sabika,Naperville,IL,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2023, 2024, 2025",Tapas / Small Plates\
414,The Italian House on Park,Westfield,IN,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024",Italian\
417,Volare Italian Restaurant,Louisville,KY,USA,,OpenTable's Most Romantic Restaurants,2022,Italian\
419,Irene\'92s,New Orleans,LA,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024, 2025",Italian\
420,Mamma Maria,Boston,MA,USA,,OpenTable's Most Romantic Restaurants,2022,Italian\
421,Cooper\'92s Hawk Winery & Restaurant,Clinton Township,MI,USA,,OpenTable's Most Romantic Restaurants,2022,American\
422,Leo\'92s,Grand Rapids,MI,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024, 2025",American\
423,Porterhouse Steak and Seafood,Lakeville,MN,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024",Steakhouse\
424,Italian Eatery,Minneapolis,MN,USA,,OpenTable's Most Romantic Restaurants,2022,Italian\
425,Manny\'92s Steakhouse,Minneapolis,MN,USA,,OpenTable's Most Romantic Restaurants,2022,Steakhouse\
427,Brasserie by Niche,St. Louis,MO,USA,,OpenTable's Most Romantic Restaurants,2022,French\
428,Delmonico Steakhouse,Las Vegas,NV,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2023, 2025",Steakhouse\
429,Ferraro\'92s Restaurant & Wine Bar,Las Vegas,NV,USA,,OpenTable's Most Romantic Restaurants,2022,Italian\
430,Golden Steer Steakhouse,Las Vegas,NV,USA,,OpenTable's Most Romantic Restaurants,"2022, 2023",Steakhouse\
431,Vic & Anthony\'92s Steakhouse,Las Vegas,NV,USA,,OpenTable's Most Romantic Restaurants,2022,Steakhouse\
432,Vintner Grill,Las Vegas,NV,USA,,OpenTable's Most Romantic Restaurants,2022,American\
433,618,Freehold,NJ,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2023, 2024, 2025",American\
436,Giancarlo\'92s,Williamsville,NY,USA,,OpenTable's Most Romantic Restaurants,2022,Italian\
437,Lucia\'92s on the Lake,Hamburg,NY,USA,,OpenTable's Most Romantic Restaurants,2022,Italian\
438,One if by Land, Two if by Sea,New York,NY,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024",American\
441,TS Steakhouse at Turning Stone,Verona,NY,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024",Steakhouse\
442,Steak 48,Charlotte,NC,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024, 2025",Steakhouse\
445,Carlo & Johnny,Cincinnati,OH,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2023, 2024, 2025",Steakhouse\
449,Mitchell\'92s Ocean Club,Columbus,OH,USA,,OpenTable's Most Romantic Restaurants,"2022, 2025",Seafood\
450,Jag\'92s Steak & Seafood,West Chester,OH,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2025",Steakhouse\
452,RingSide Steakhouse,Portland,OR,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024, 2025",Steakhouse\
455,Casbah,Pittsburgh,PA,USA,,OpenTable's Most Romantic Restaurants,2022,Mediterranean\
456,Fig & Ash,Pittsburgh,PA,USA,,OpenTable's Most Romantic Restaurants,2022,American\
458,Off The Hook,Warrendale,PA,USA,,OpenTable's Most Romantic Restaurants,2022,Seafood\
459,Los Andes Restaurant,Providence,RI,USA,,OpenTable's Most Romantic Restaurants,"2022, 2023",Peruvian\
460,Hemenway\'92s,Providence,RI,USA,,OpenTable's Most Romantic Restaurants,"2022, 2023",Seafood\
461,Charlie\'92s L\'92Etoile Verte,Hilton Head,SC,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2023, 2025",French\
462,Frank\'92s Outback,Pawleys Island,SC,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024",American\
464,Saluda\'92s,Columbia,SC,USA,,OpenTable's Most Romantic Restaurants,"2022, 2024",Southern\
465,Coastal Fish Company,Memphis,TN,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2023, 2025",Seafood\
466,Flight Restaurant & Wine Bar,Memphis,TN,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024, 2025",American\
467,Skull\'92s Rainbow Room,Nashville,TN,USA,,OpenTable's Most Romantic Restaurants,2022,American\
469,Pappas Bros. Steakhouse,Dallas,TX,USA,,OpenTable's Most Romantic Restaurants,"2022, 2020",Steakhouse\
470,Bohanan\'92s Prime Steaks and Seafood,San Antonio,TX,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2025",Steakhouse\
471,J-Prime Steakhouse,San Antonio,TX,USA,,OpenTable's Most Romantic Restaurants,"2022, 2020",Steakhouse\
472,Truluck\'92s \'96 Ocean\'92s Finest Seafood & Crab,The Woodlands,TX,USA,,OpenTable's Most Romantic Restaurants,"2022, 2024",Seafood\
473,Log Haven,Salt Lake City,UT,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024, 2025",American\
474,2941 Restaurant,Falls Church,VA,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024, 2025",Contemporary American\
476,Fahrenheit 132,Fredericksburg,VA,USA,,OpenTable's Top 100 Romantic Restaurants,"2022, 2024, 2025",Steakhouse\
481,Il Terrazzo Carmine,Seattle,WA,USA,,OpenTable's Most Romantic Restaurants,"2022, 2024",Italian\
483,1906 at Longwood Gardens,Kennett Square,USA,,OpenTable's Most Romantic Restaurants,2023,Contemporary American\
485,555 East,Long Beach,USA,,OpenTable's Most Romantic Restaurants,2023,Steakhouse\
488,Amalfi - Caesars Palace Las Vegas,Las Vegas,USA,,OpenTable's Most Romantic Restaurants,2023,Italian\
489,Andy's Jazz Club,Chicago,USA,,OpenTable's Most Romantic Restaurants,2023,Contemporary American\
491,Bacari Silverlake,Silver Lake,USA,,OpenTable's Most Romantic Restaurants,2023,Italian\
493,The Farm Italy Mohegan Sun,Uncasville,USA,,OpenTable's Most Romantic Restaurants,2023,Italian\
494,Beauty & Essex- Las Vegas,Las Vegas,USA,,OpenTable's Most Romantic Restaurants,2023,Speakeasy\
495,Boat House Waterfront Dining,Tiverton,USA,,OpenTable's Top 100 Romantic Restaurants,"2023, 2025",Seafood\
496,Bristol Seafood Grill \'96 Leawood, KS,Leawood,USA,,OpenTable's Most Romantic Restaurants,2023,Seafood\
501,Cesarina,San Diego,USA,,OpenTable's Most Romantic Restaurants,2023,Italian\
502,Charley's Steak House-Tampa, FL,Tampa,USA,,OpenTable's Most Romantic Restaurants,2023,Steakhouse\
504,Chart House Restaurant - Weehawken,Weehawken,USA,,OpenTable's Top 100 Romantic Restaurants,"2023, 2025",Seafood\
505,The Coast Guard House,Narragansett,USA,,OpenTable's Most Romantic Restaurants,2023,Seafood\
508,Cooper's Hawk Winery & Restaurant - Tampa, FL,Tampa,USA,,OpenTable's Most Romantic Restaurants,2023,American\
509,Copley's on Palm Canyon,Palm Springs,USA,,OpenTable's Top 100 Romantic Restaurants,"2023, 2024",Contemporary American\
510,Dahl & DiLuca Ristorante Italiano,Sedona,USA,,OpenTable's Top 100 Romantic Restaurants,"2023, 2024",Italian\
512,Devon Seafood + Steak - Hershey,Hershey,USA,,OpenTable's Most Romantic Restaurants,2023,Seafood\
514,Dry Dock Waterfront Grill,Longboat Key,USA,,OpenTable's Most Romantic Restaurants,2023,Seafood\
515,Eiffel Tower,Las Vegas,USA,,OpenTable's Top 100 Romantic Restaurants,"2023, 2024, 2025",French\
516,elements at Sanctuary Camelback Mountain,Scottsdale,USA,,OpenTable's Most Romantic Restaurants,2023,American\
517,Farmhouse at Rogers Gardens,Corona del Mar,USA,,OpenTable's Most Romantic Restaurants,2023,American\
518,Filomena Ristorante,Washington,USA,,OpenTable's Most Romantic Restaurants,2023,Italian\
519,Gallaghers Steakhouse - Manhattan,New York,USA,,OpenTable's Most Romantic Restaurants,2023,Steakhouse\
521,Girl & the Goat L.A.,Los Angeles,USA,,OpenTable's Most Romantic Restaurants,2023,Contemporary American\
523,Green Valley Grill,Greensboro,USA,,OpenTable's Most Romantic Restaurants,2023,European\
526,Hell's Kitchen - Caesars Palace Las Vegas,Las Vegas,USA,,OpenTable's Most Romantic Restaurants,2023,American\
528,House of Prime Rib,San Francisco,USA,,OpenTable's Most Romantic Restaurants,2023,Steak\
530,Izanami,Santa Fe,USA,,OpenTable's Most Romantic Restaurants,2023,Creative Japanese\
531,Jeff Ruby's Steakhouse - Nashville,Nashville,USA,,OpenTable's Most Romantic Restaurants,2023,Steakhouse\
533,Kyle G's Prime Seafood,Stuart,USA,,OpenTable's Most Romantic Restaurants,2023,Seafood\
534,La Boheme,West Hollywood,USA,,OpenTable's Most Romantic Restaurants,2023,American\
536,Lawry's The Prime Rib - Las Vegas,Las Vegas,USA,,OpenTable's Most Romantic Restaurants,2023,Prime Rib\
538,Lindey's,Columbus,USA,,OpenTable's Most Romantic Restaurants,"2023, 2025",Contemporary American\
542,Malone's - Louisville,Louisville,USA,,OpenTable's Most Romantic Restaurants,2023,Steakhouse\
544,Mariposa,Sedona,USA,,OpenTable's Top 100 Romantic Restaurants,"2023, 2024",Latin / Spanish\
545,Merriman's \'96 Waimea \'96 Big Island,Kamuela,USA,,OpenTable's Most Romantic Restaurants,2023,Hawaii Regional Cuisine\
549,Muriel's Jackson Square,New Orleans,USA,,OpenTable's Most Romantic Restaurants,2023,Creole / Cajun / Southern\
553,Old Ebbitt Grill,Washington,USA,,OpenTable's Most Romantic Restaurants,2023,American\
554,Orchids at Halekulani,Waikiki,USA,,OpenTable's Most Romantic Restaurants,2023,Mediterranean\
557,Patti's 1880's Settlement,Grand Rivers,USA,,OpenTable's Most Romantic Restaurants,2023,American\
558,Pepp & Dolores,Cincinnati,USA,,OpenTable's Most Romantic Restaurants,2023,Italian\
559,Perry's Steakhouse & Grille - Grapevine,Grapevine,USA,,OpenTable's Most Romantic Restaurants,2023,Steakhouse\
562,Print Works Bistro,Greensboro,USA,,OpenTable's Most Romantic Restaurants,2023,American\
563,RH Rooftop Restaurant at RH New York,New York,USA,,OpenTable's Most Romantic Restaurants,2023,American\
564,Sacred Pepper,Tampa,USA,,OpenTable's Most Romantic Restaurants,2023,Contemporary American\
568,Spencer's Restaurant,Palm Springs,USA,,OpenTable's Most Romantic Restaurants,2023,American\
569,St. Elmo Steak House,Indianapolis,USA,,OpenTable's Most Romantic Restaurants,2023,Steak\
571,Steak 48 - Houston,Houston,USA,,OpenTable's Most Romantic Restaurants,2023,Steakhouse\
572,Steiner Ranch Steakhouse,Austin,USA,,OpenTable's Most Romantic Restaurants,2023,Steak\
575,The Olde Pink House Restaurant,Savannah,USA,,OpenTable's Top 100 Romantic Restaurants,"2023, 2024, 2025",Southern\
577,The Plantation House Restaurant,Kapalua,USA,,OpenTable's Most Romantic Restaurants,2023,Hawaiian\
578,The Signature Prime Steak & Seafood,Honolulu,USA,,OpenTable's Most Romantic Restaurants,2023,Steakhouse\
579,Tisha's,Cape May,USA,,OpenTable's Most Romantic Restaurants,2023,Contemporary American\
582,Fleetwood's On Front St.,Lahaina,USA,,OpenTable's Most Romantic Restaurants,2023,Seafood\
583,Cafe Monarch,Scottsdale,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Contemporary American\
584,Dahl & DiLuca Ristorante Italiano,Sedona,USA,,OpenTable's Top 100 Romantic Restaurants,"2024",Italian\
585,Lon\'92s at The Hermosa,Paradise Valley,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",American\
587,Vivace Restaurant,Tucson,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Italian\
588,71Above,Los Angeles,CA,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Contemporary American\
589,Allora,Sacramento,CA,USA,,OpenTable's Top 100 Romantic Restaurants,"2024",Seafood\
590,Bouchon \'96 Santa Barbara,Santa Barbara,CA,USA,,OpenTable's Top 100 Romantic Restaurants,2024,French\
591,Copley\'92s on Palm Canyon,Palm Springs,CA,USA,,OpenTable's Top 100 Romantic Restaurants,"2024",Contemporary American\
596,Orto Santa Monica,Santa Monica,CA,USA,,OpenTable's Top 100 Romantic Restaurants,2024,Italian\
599,The Marine Room,San Diego,CA,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Seafood\
603,Iron Gate,Washington DC,USA,,OpenTable's Top 100 Romantic Restaurants,2024,Mediterranean\
604,1776 Steakhouse,Rehoboth Beach,DE,USA,,OpenTable's Top 100 Romantic Restaurants,2024,Steakhouse\
605,Angelina\'92s Ristorante,Bonita Springs,FL,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Italian\
606,Bern\'92s Steak House,Tampa,FL,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Steakhouse\
607,Bijoux,Miramar Beach,FL,USA,,OpenTable's Most Romantic Restaurants,2024,French\
608,Christini\'92s Ristorante Italiano,Orlando,FL,USA,,OpenTable's Most Romantic Restaurants,2024,Italian\
611,Michael\'92s On East,Sarasota,FL,USA,,OpenTable's Most Romantic Restaurants,2024,Contemporary American\
616,Tidepools \'96 Grand Hyatt Kauai,Poipu,HI,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Hawaiian\
618,Geja\'92s Caf\'e9,Chicago,IL,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Fondue\
619,North Pond,Chicago,IL,USA,,OpenTable's Most Romantic Restaurants,2024,Contemporary American\
624,St Francisville Inn & Restaurant,Saint Francisville,LA,USA,,OpenTable's Most Romantic Restaurants,2024,American\
625,Earth at Hidden Pond,Kennebunkport,ME,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Farm-to-table\
626,Copper Rock Steakhouse \'96 Four Winds Casino Resort,New Buffalo,MI,USA,,OpenTable's Most Romantic Restaurants,2024,Steakhouse\
628,MDRD,Grand Rapids,MI,USA,,OpenTable's Most Romantic Restaurants,2024,Spanish\
630,Murray\'92s Restaurant & Cocktail Lounge,Minneapolis,MN,USA,,OpenTable's Most Romantic Restaurants,2024,American\
632,Charlie Gitto\'92s \'91On the Hill\'91,St. Louis,MO,USA,,OpenTable's Most Romantic Restaurants,2024,Italian\
633,JOLO Winery & Vineyards,Pilot Mountain,NC,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",American\
634,Madison\'92s,Highlands,NC,USA,,OpenTable's Most Romantic Restaurants,2024,American\
637,The Dining Room \'96 Biltmore Estate,Asheville,NC,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",American\
638,Harry\'92s Steakhouse,Grand Forks,ND,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Steakhouse\
639,Ristorante Massimo,Portsmouth,NH,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Italian\
642,Il Mulino New York \'96 Atlantic City,Atlantic City,NJ,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Italian\
643,The Gables,Beach Haven,NJ,USA,,OpenTable's Most Romantic Restaurants,2024,American\
646,Eiffel Tower,Las Vegas,NV,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",French\
648,Club A Steakhouse,New York,NY,USA,,OpenTable's Most Romantic Restaurants,2024,Steakhouse\
655,Primavista,Cincinnati,OH,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",Italian\
660,Josephine\'92s,Lancaster,PA,USA,,OpenTable's Most Romantic Restaurants,2024,American\
662,SkyHigh,Philadelphia,PA,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",American\
663,Chanterelle,Newport,RI,USA,,OpenTable's Most Romantic Restaurants,2024,French\
664,White Horse Tavern,Newport,RI,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",American\
665,Chez Georges Bistro & Bar,Hilton Head Island,SC,USA,,OpenTable's Most Romantic Restaurants,2024,French\
669,Dancing Bear Appalachian Bistro,Townsend,TN,USA,,OpenTable's Top 100 Romantic Restaurants,"2024, 2025",American\
671,Itta Bena,Memphis,TN,USA,,OpenTable's Most Romantic Restaurants,2024,Southern\
673,Truluck\'92s \'96 Ocean\'92s Finest Seafood & Crab,Southlake,TX,USA,,OpenTable's Most Romantic Restaurants,"2024, 2022",Seafood\
684,Arrowhead Grill,Glendale,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Steakhouse\
686,Different Pointe of View,Phoenix,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Contemporary American\
692,Gary Danko,San Francisco,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Contemporary American\
710,The Black Pearl,Dunedin,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Seafood\
715,Bistronomic,Chicago,USA,,OpenTable's Top 100 Romantic Restaurants,2025,French\
719,Ocean Prime \'96 Chicago,Chicago,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Seafood\
720,Vida,Indianapolis,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Contemporary American\
721,Giuseppe's Ristorante Italiano,Lexington,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Italian\
732,Ristorante Massimo,Portsmouth,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Italian\
736,Il Mulino New York \'96 Atlantic City,Atlantic City,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Italian\
738,Sazon,Santa Fe,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Latin / Spanish\
741,Piero's Italian Cuisine,Las Vegas,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Italian\
742,Top of the World Restaurant \'96 The STRAT Hotel, Casino & Tower,Las Vegas,USA,,OpenTable's Top 100 Romantic Restaurants,2025,American\
743,The Northport Hotel,Northport,USA,,OpenTable's Top 100 Romantic Restaurants,2025,American\
747,Cento \'96 German Village,Columbus,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Italian\
749,Jeff Ruby's Steakhouse \'96 Columbus,Columbus,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Steakhouse\
757,Butcher & Singer,Philadelphia,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Steak\
760,Marmalade Restaurant & Wine Bar,Old San Juan,Puerto Rico,,OpenTable's Top 100 Romantic Restaurants,2025,Global, International\
770,Dakota\'92s Steakhouse- Downtown Dallas,Dallas,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Steakhouse\
774,Ruth's Chris Steak House \'96 Salt Lake City,Salt Lake City,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Steakhouse\
783,The Del-Bar \'96 Wisconsin Dells & Lake Delton,Wisconsin Dells,USA,,OpenTable's Top 100 Romantic Restaurants,2025,Steakhouse}